taxa,bay,month,day,year,abund,male,female,repro,eph,density,volume,mean_temp_C,temp_var,conductivity,pH,hydro_days,soil,canopy,area_ha,sample_date,species,genus,family,order,class,phylum,ID_specificity,broad_group,general_diet,functional_feeding_group,diet_specifics,diet_internet_source,size_mm,size_source
Acanthocyclops robustus,44,12,15,2009,7,0,0,0,0,3.07,2277.655,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,12/15/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,1,15,2009,2,0,0,0,0,0.88,2277.655,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,1/15/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,5,25,2010,15,0,0,4,0,6.28,5340.707,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,5/25/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,80,4,16,2009,11,0,0,3,0,4.86,4869.469,9.9,16.1,40.33,4.79,151,sand,forrested,2.02,4/16/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,11,24,2009,14,0,0,5,0,9.2,4476.769,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,11/24/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,3,31,2010,11,0,0,0,0,1.92,5733.407,10.3,20.5,41.58,5.55,365,upland,open,5.26,3/31/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,3,17,2010,2,0,0,0,0,0.69,2905.973,10.8,21.2,34.4,5.26,201,sand,open,11.29,3/17/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,80,4,28,2010,1,0,0,1,0,1.06,942.478,9.9,16.1,40.33,4.79,151,sand,forrested,2.02,4/28/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,4,2,2009,4,0,0,1,0,2.02,6597.344,10.8,21.2,34.4,5.26,201,sand,open,11.29,4/2/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,80,5,28,2009,58,0,0,10,0,76.91,2042.035,9.9,16.1,40.33,4.79,151,sand,forrested,2.02,5/28/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,4,9,2009,3,0,0,1,0,1.07,6990.043,10,14.5,40.76,5.58,211,upland,forrested,1.29,4/9/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,12,9,2009,1,0,0,0,0,0.58,1727.876,10,14.7,33.69,5.23,281,terrace,open,0.77,12/9/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,9,30,2010,1,0,0,0,0,1.27,785.398,11.1,17.2,27.49,5.05,274,terrace,open,0.49,9/30/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,3,11,2009,21,0,0,0,0,6.68,3141.593,10,14.7,33.69,5.23,281,terrace,open,0.77,3/11/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,6,16,2010,2,0,0,0,0,1.87,2277.655,10,14.7,33.69,5.23,281,terrace,open,0.77,6/16/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,6,18,2009,2,0,0,0,0,0.98,2042.035,11.1,17.2,27.49,5.05,274,terrace,open,0.49,6/18/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,3,30,2010,14,0,0,2,0,3.07,4555.309,10.2,20,31.08,5.21,196,terrace,forrested,2.51,3/30/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,1,13,2010,3,0,0,1,0,0.83,7539.822,11.1,17.2,27.49,5.05,274,terrace,open,0.49,1/13/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,5,5,2010,8,0,0,2,0,2.26,3534.292,10,14.5,40.76,5.58,211,upland,forrested,1.29,5/5/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,4,23,2009,28,0,0,15,0,8.06,6361.725,10,14.7,33.69,5.23,281,terrace,open,0.77,4/23/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,6,25,2009,2,0,0,0,0,2.55,785.398,10.8,21.2,34.4,5.26,201,sand,open,11.29,6/25/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,41,4,2,2009,5,0,0,1,0,3.03,1649.336,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,4/2/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,8,26,2010,17,0,0,5,0,10.82,1570.796,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,8/26/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,3,12,2009,11,0,0,2,0,7.88,2827.433,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,3/12/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,7,2,2009,1,0,0,0,0,0.55,1806.416,10,14.7,33.69,5.23,281,terrace,open,0.77,7/2/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,3,26,2009,6,0,0,0,0,5.46,1099.557,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,3/26/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,6,18,2009,1,0,0,0,0,0.31,3220.132,10,14.5,40.76,5.58,211,upland,forrested,1.29,6/18/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,4,20,2010,6,0,0,0,0,1.53,8011.061,10,14.7,33.69,5.23,281,terrace,open,0.77,4/20/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,2,10,2010,3,0,0,1,0,0.59,11545.353,10,14.5,40.76,5.58,211,upland,forrested,1.29,2/10/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,12,29,2009,1,0,0,0,0,0.15,6597.345,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,12/29/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,78,5,11,2010,1,0,0,0,0,0.4,2513.274,12.6,20.5,29.17,4.91,365,sand,open,4.01,5/11/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,5,30,2010,50,0,0,8,0,21.95,2277.655,10,14.5,40.76,5.58,211,upland,forrested,1.29,5/30/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,3,26,2009,3,0,0,0,0,0.93,3220.132,10,14.5,40.76,5.58,211,upland,forrested,1.29,3/26/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,7,2,2009,1,0,0,0,0,0.58,1727.876,10,14.5,40.76,5.58,211,upland,forrested,1.29,7/2/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,80,4,2,2009,24,0,0,11,0,14.31,7461.283,9.9,16.1,40.33,4.79,151,sand,forrested,2.02,4/2/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,2,12,2009,6,0,0,2,0,3.18,1884.956,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,2/12/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,2,3,2010,5,0,0,0,0,1.05,9503.318,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,2/3/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,11,18,2009,21,0,0,12,0,12.05,3691.371,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,11/18/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,5,11,2010,1,0,0,0,0,0.28,3534.292,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,5/11/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,10,28,2009,1,0,0,0,0,1.06,942.478,10.3,20.5,41.58,5.55,365,upland,open,5.26,10/28/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,2,10,2010,2,0,0,0,0,0.32,6204.645,11.1,17.2,27.49,5.05,274,terrace,open,0.49,2/10/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,41,3,12,2009,2,0,0,1,0,1.96,1021.018,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,3/12/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,2,17,2010,1,0,0,0,0,0.14,7068.583,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,2/17/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,12,15,2009,1,0,0,0,0,0.42,2356.194,10,14.5,40.76,5.58,211,upland,forrested,1.29,12/15/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,80,3,12,2009,20,0,0,1,0,21.78,2513.274,9.9,16.1,40.33,4.79,151,sand,forrested,2.02,3/12/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,5,5,2010,12,0,0,9,0,5.09,2356.194,10.2,20,31.08,5.21,196,terrace,forrested,2.51,5/5/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,7,2,2009,3,0,0,1,0,3.47,863.938,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,7/2/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,6,18,2009,1,0,0,0,0,0.71,1413.717,10,14.7,33.69,5.23,281,terrace,open,0.77,6/18/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,6,18,2009,9,0,0,3,0,3.43,4319.69,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,6/18/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,1,22,2009,1,0,0,1,0,0.24,4084.07,10.8,21.2,34.4,5.26,201,sand,open,11.29,1/22/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,2,3,2010,2,0,0,1,0,0.8,2513.274,10.8,21.2,34.4,5.26,201,sand,open,11.29,2/3/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,5,30,2010,3,0,0,2,0,3.12,1884.956,10.2,20,31.08,5.21,196,terrace,forrested,2.51,5/30/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,1,27,2010,3,0,0,1,0,0.85,7382.743,11.1,17.2,27.49,5.05,274,terrace,open,0.49,1/27/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,4,23,2009,13,0,0,3,0,6.99,5654.867,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,4/23/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,4,7,2010,4,0,0,1,0,2.31,1727.876,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,4/7/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,3,12,2009,13,0,0,4,0,3.38,3848.451,10.3,20.5,41.58,5.55,365,upland,open,5.26,3/12/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,12,9,2009,1,0,0,1,0,0.91,1099.557,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,12/9/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,2,23,2010,5,0,0,1,0,1.08,4633.849,10.2,20,31.08,5.21,196,terrace,forrested,2.51,2/23/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,78,6,11,2009,2,0,0,0,0,0.39,5183.628,12.6,20.5,29.17,4.91,365,sand,open,4.01,6/11/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,2,11,2009,3,0,0,0,0,1.94,3298.673,10,14.5,40.76,5.58,211,upland,forrested,1.29,2/11/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,6,18,2009,1,0,0,1,0,0.8,1256.637,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,6/18/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,4,14,2010,1,0,0,0,0,0.53,1884.956,10.8,21.2,34.4,5.26,201,sand,open,11.29,4/14/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,3,17,2010,5,0,0,0,0,0.8,12409.291,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,3/17/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,5,25,2010,28,0,0,6,0,9.14,3063.053,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,5/25/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,12,9,2009,1,0,0,1,0,0.54,1845.686,10,14.5,40.76,5.58,211,upland,forrested,1.29,12/9/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,4,28,2010,1,0,0,1,0,0.34,2984.513,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,4/28/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,2,26,2009,8,0,0,0,0,5.2,3063.053,11.1,17.2,27.49,5.05,274,terrace,open,0.49,2/26/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,5,11,2010,1,0,0,0,0,0.51,1963.495,10.8,21.2,34.4,5.26,201,sand,open,11.29,5/11/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,3,26,2009,55,0,0,9,0,32.11,10524.335,10.2,20,31.08,5.21,196,terrace,forrested,2.51,3/26/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,2,26,2009,2,0,0,2,0,1.24,3298.673,10,14.5,40.76,5.58,211,upland,forrested,1.29,2/26/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,6,30,2010,2,0,0,0,0,0.91,2199.115,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,6/30/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,6,30,2010,4,0,0,0,0,1.53,5262.168,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,6/30/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,1,15,2009,1,0,0,0,0,0.59,1688.606,10.2,20,31.08,5.21,196,terrace,forrested,2.51,1/15/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
